le_id,sub_prof_id,customer_id,bp_id,sca_ref,account_number,account_name,account_status,security_id,security_name,security_code,booking_basis,quantity,market_price_currency,market_price,type,mth_end,src,cty
LE001,SP001,,697926,107248000000,,"UCO BANK, SINGAPORE (ICSD)",Active,916232,HSBC HOLDINGS PLC - 8 PCT FRN CNV SUB PERP USD,SGXF74367608,,6582.06,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,62657,372977000000,,"UCO BANK, SINGAPORE (ICSD)",Active,578634,GACI FIRST INVESTM - 5 PCT GTD SNR 13/10/2027 USD,JP3897700005,,7805.59,HKD,,,2024-12-30,SECCURE,SG
LE001,SP001,,801937,589160000000,,OCBC SECURITIES PRIVATE LTD,Active,954596,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,US46625HJD3,,6173.71,JPY,,,2024-12-30,SECCURE,SG
LE001,SP001,,789779,623391000000,,STANDARD CHARTERED BANK NOMINEES,Active,371782,ADDVALUE TECHNOLOG - 6 PCT NTS 04/11/2027 SGD,SGXF75619605,,3018.93,JPY,,,2024-12-30,SECCURE,SG
LE001,SP001,,297936,183494000000,,HL BANK A/C CLIENTS OMNIBUS A/C - HONG KONG,Active,345884,SUNTEC REIT MTN - 3.355 PCT GTD SNR 07/02/25 SGD,SG2F7993489,,5199.3,HKD,,,2024-12-30,SECCURE,SG
LE001,SP001,,155095,354051000000,,MITSUBISHI CHEMICAL GROUP CORP - NPV,Active,827659,GACI FIRST INVESTM - 5 PCT GTD SNR 13/10/2027 USD,SG7G4000008,,1898.67,JPY,,,2024-12-30,SECCURE,SG
LE001,SP001,,356954,613432000000,,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,Active,165290,HOUSING AND DEV BRD - 2.598 PCT SNR MTN 30/10/26 SGD,US46625HJD3,,2875.39,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,908348,941301000000,,MORGAN STANLEY NOMINEES (SINGAPORE) PTE LTD,Active,498858,MITSUBISHI CHEMICAL GROUP CORP - NPV,SG7D1000009,,3161.15,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,904905,563151000000,,BNP PARIBAS SECURITIES SERVICES,Active,883826,DBS GROUP HOLDINGS LTD - SGD1.00,SG1T75931996,,3433.49,JPY,,,2024-12-30,SECCURE,SG
LE001,SP001,,296193,634448000000,,ANGLO CHINESE SCHOOL (INDEPENDENT),Active,507746,AMCORP GLOBAL LIMITED - NPV,US404280DB3,,6627.03,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,974209,686788000000,,ANGLO CHINESE SCHOOL (INDEPENDENT),Active,513160,SINGAPORE TELECOMMUNICATIONS LTD - SGD0.25,SG1K01001701,,5454.92,SGD,,,2024-12-30,SECCURE,SG
LE001,SP001,,683971,247870000000,,STANDARD CHARTERED BANK NOMINEES,Active,290556,BANCO SANTANDER - 3.6 PCT - FRN 23/10/2030 SGD,SGXF75619605,,1785.03,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,486786,470771000000,,MITSUBISHI CHEMICAL GROUP CORP - NPV,Active,391773,HSBC HOLDINGS PLC - 8 PCT FRN CNV SUB PERP USD,SGXF75619605,,5519.77,JPY,,,2024-12-30,SECCURE,SG
LE001,SP001,,795408,158151000000,,JP MORGAN CHASE AND CO,Active,335113,GENTING SINGAPORE LTD - USD0.1,XS2922061606,,2526.1,USD,,,2024-12-30,SECCURE,SG
LE001,SP001,,889995,782987000000,,AIG ASIA PACIFIC INSURANCE PTE LTD OFFSHORE-BLK,Active,350132,GACI FIRST INVESTM - 5 PCT GTD SNR 13/10/2027 USD,CNE100002359,,6043.88,SGD,,,2024-12-30,SECCURE,SG
LE001,SP001,,497623,382177000000,,JP MORGAN CHASE AND CO,Active,275939,UOB LTD - SGD1.00,SG1T75931996,,5500.99,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,336147,736119000000,,ANGLO CHINESE SCHOOL (INDEPENDENT),Active,427110,SINGAPORE TELECOMMUNICATIONS LTD - SGD0.25,US404280DB3,,3639.95,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,89688,858457000000,,PHILLIP SECURITIES (EUROCLEAR) CLIENT ACCOUNT-MACTIVE,Active,206851,RENAISSANCE UNITED LTD - NPV,SG1T75931996,,5586.14,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,374069,570440000000,,JP MORGAN CHASE AND CO,Active,172306,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,SG2F7993489,,8731.55,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,872276,218070000000,,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,Active,479781,JPMORGAN CHASE AND CO USD1.00,XS2542162321,,2617.39,USD,,,2024-12-30,SECCURE,SG
LE001,SP001,,655830,952715000000,,CITIBANK N.A. SINGAPORE BRANCH,Active,587455,HSBC HOLDINGS PLC - 8 PCT FRN CNV SUB PERP USD,SG1K01001701,,3050.64,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,881084,198503000000,,HL BANK A/C CLIENTS OMNIBUS A/C 30PCT - UNITED,Active,572700,ADDVALUE TECHNOLOG - 6 PCT NTS 04/11/2027 SGD,JP3897700005,,7317.19,HKD,,,2024-12-30,SECCURE,SG
LE001,SP001,,362737,641289000000,,HSBC HOLDINGS PLC,Active,290672,MITSUBISHI CHEMICAL GROUP CORP - NPV,SG7G4000008,,6926.75,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,366871,871360000000,,HL BANK A/C CLIENTS OMNIBUS A/C 30PCT - UNITED,Active,682789,RCS TRUST - 3.2 PCT SNR 14/03/25 SGD250000,SG1L01001701,,6644.12,SGD,,,2024-12-30,SECCURE,SG
LE001,SP001,,765053,638617000000,,BNP PARIBAS SECURITIES SERVICES,Active,894993,ADDVALUE TECHNOLOG - 6 PCT NTS 04/11/2027 SGD,CNE100002359,,4509.22,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,479945,120585000000,,BBPLC CLIENT A/C PB CAYMAN CLIENTS,Active,408528,ADDVALUE TECHNOLOG - 6 PCT NTS 04/11/2027 SGD,US404280DB3,,3220.97,USD,,,2024-12-30,SECCURE,SG
LE001,SP001,,706212,506225000000,,CITIBANK N.A. SINGAPORE BRANCH,Active,680358,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,XS2051273896,,4845.8,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,378900,601235000000,,HL BANK A/C CLIENTS OMNIBUS A/C 30PCT - UNITED,Active,421517,SUNTEC REIT MTN - 3.355 PCT GTD SNR 07/02/25 SGD,SGXF74367608,,5553.38,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,340876,916557000000,,BNP PARIBAS SECURITIES SERVICES,Active,899213,BRITISH AMERICAN TOBACCO (M) BHD -PHY 50 SEN,SG7G4000008,,5026,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,299930,747357000000,,DEUTSCHE BANK TRUST COMPANY,Active,725780,RENAISSANCE UNITED LTD - NPV,XS0326729224,,4470.69,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,388411,431483000000,,ANGLO CHINESE SCHOOL (INDEPENDENT),Active,842411,DBS GROUP HOLDINGS LTD - SGD1.00,XS2542162321,,6251.33,SGD,,,2024-12-30,SECCURE,SG
LE001,SP001,,590238,865759000000,,AIG ASIA PACIFIC INSURANCE PTE LTD OFFSHORE-BLK,Active,768854,MITSUBISHI CHEMICAL GROUP CORP - NPV,XS0326729224,,2858.22,HKD,,,2024-12-30,SECCURE,SG
LE001,SP001,,502198,583092000000,,HSBC HOLDINGS PLC,Active,293319,BANCO SANTANDER - 3.6 PCT - FRN 23/10/2030 SGD,SGXF75619605,,4553.07,SGD,,,2024-12-30,SECCURE,SG
LE001,SP001,,430172,179421000000,,MORGAN STANLEY NOMINEES (SINGAPORE) PTE LTD,Active,760021,BANCO SANTANDER - 3.6 PCT - FRN 23/10/2030 SGD,XS2542162321,,5946.48,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,99318,374852000000,,"UCO BANK, SINGAPORE (ICSD)",Active,685181,HSBC HOLDINGS PLC - 8 PCT FRN CNV SUB PERP USD,SG1T75931996,,3306.41,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,823373,518856000000,,STANDARD CHARTERED BANK NOMINEES,Active,564226,RENAISSANCE UNITED LTD - NPV,SG1K01001701,,4106.97,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,649244,915872000000,,"UCO BANK, SINGAPORE (ICSD)",Active,899787,HOUSING AND DEV BRD - 2.598 PCT SNR MTN 30/10/26 SGD,SG7G4000008,,5428.19,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,174686,290009000000,,BNP PARIBAS SECURITIES SERVICES,Active,178711,BRITISH AMERICAN TOBACCO (M) BHD -PHY 50 SEN,SG7D1000009,,5346.36,JPY,,,2024-12-30,SECCURE,SG
LE001,SP001,,315407,353543000000,,HL BANK A/C CLIENTS OMNIBUS A/C - HONG KONG,Active,841296,RENAISSANCE UNITED LTD - NPV,JP3897700005,,3232.29,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,978790,964425000000,,MORGAN STANLEY NOMINEES (SINGAPORE) PTE LTD,Active,793300,HOUSING AND DEV BRD - 2.598 PCT SNR MTN 30/10/26 SGD,US46625HJD3,,5116.42,HKD,,,2024-12-30,SECCURE,SG
LE001,SP001,,689094,177920000000,,ANGLO CHINESE SCHOOL (INDEPENDENT)-ICSD,Active,273982,RENAISSANCE UNITED LTD - NPV,SG1T75931996,,5715.57,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,140394,857927000000,,HL BANK A/C CLIENTS OMNIBUS A/C - HONG KONG,Active,833723,COUNTRY GARDEN HLD - 6.15 PCT GTD SNR 17/09/25 USD,SGXF75619605,,7166.1,HKD,,,2024-12-30,SECCURE,SG
LE001,SP001,,469023,757475000000,,ANGLO CHINESE SCHOOL (INDEPENDENT)-ICSD,Active,553014,AMCORP GLOBAL LIMITED - NPV,SG1T75931996,,2244.66,SGD,,,2024-12-30,SECCURE,SG
LE001,SP001,,250044,842866000000,,MORGAN STANLEY NOMINEES (SINGAPORE) PTE LTD,Active,715643,RCS TRUST - 3.2 PCT SNR 14/03/25 SGD250000,SGXF75619605,,6030.07,SGD,,,2024-12-30,SECCURE,SG
LE001,SP001,,503355,815194000000,,STANDARD CHARTERED BANK NOMINEES,Active,391668,BRITISH AMERICAN TOBACCO (M) BHD -PHY 50 SEN,SG1K01001701,,6030.1,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,105674,484271000000,,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,Active,449499,AMCORP GLOBAL LIMITED - NPV,XS0326729224,,6141.78,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,737369,415661000000,,MITSUBISHI CHEMICAL GROUP CORP - NPV,Active,953085,DBS GROUP HOLDINGS LTD - SGD1.00,XS2922061606,,6908,SGD,,,2024-12-30,SECCURE,SG
LE001,SP001,,274659,225943000000,,MITSUBISHI CHEMICAL GROUP CORP - NPV,Active,639593,RCS TRUST - 3.2 PCT SNR 14/03/25 SGD250000,SG1T75931496,,4369.46,JPY,,,2024-12-30,SECCURE,SG
LE001,SP001,,206694,497364000000,,OCBC SECURITIES PRIVATE LTD,Active,893188,MITSUBISHI CHEMICAL GROUP CORP - NPV,JP3897700005,,3454.35,USD,,,2024-12-30,SECCURE,SG
LE001,SP001,,585898,582273000000,,CITIBANK N.A. SINGAPORE BRANCH,Active,227324,RCS TRUST - 3.2 PCT SNR 14/03/25 SGD250000,SG1T75931996,,4029.27,AUD,,,2024-12-30,SECCURE,SG
LE001,SP001,,335845,115251000000,,BNP PARIBAS SECURITIES SERVICES,Active,527809,GENTING SINGAPORE LTD - USD0.1,SGXF74367608,,9629.32,JPY,,,2024-12-30,SECCURE,SG
LE001,SP001,,689172,271078000000,,CITIBANK N.A. SINGAPORE BRANCH,Active,851413,RENAISSANCE UNITED LTD - NPV,SG1L01001701,,6372.52,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,885271,368316000000,,STANDARD CHARTERED BANK NOMINEES,Active,678043,GACI FIRST INVESTM - 5 PCT GTD SNR 13/10/2027 USD,US404280DB3,,4056.14,HKD,,,2024-12-30,SECCURE,SG
LE001,SP001,,915997,400948000000,,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,Active,456385,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,SGXF75619605,,5128.56,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,888157,738176000000,,CITIBANK N.A. SINGAPORE BRANCH,Active,255813,JPMORGAN CHASE AND CO USD1.00,SG1T75931496,,3569.39,EUR,,,2024-12-30,SECCURE,SG
LE001,SP001,,588727,700277000000,,MITSUBISHI CHEMICAL GROUP CORP - NPV,Active,577463,AMCORP GLOBAL LIMITED - NPV,SG7G4000008,,3539.27,USD,,,2024-12-30,SECCURE,SG
LE001,SP001,,254907,954080000000,,CHINA INTL CAPITAL CORPORATION LTD - CNY1 H,Active,145767,AMCORP GLOBAL LIMITED - NPV,CNE100002359,,5091.14,INR,,,2024-12-30,SECCURE,SG
LE001,SP001,,414832,830095000000,,AIG ASIA PACIFIC INSURANCE PTE LTD OFFSHORE-BLK,Active,619389,BANCO SANTANDER - 3.6 PCT - FRN 23/10/2030 SGD,XS2542162321,,9287.89,HKD,,,2024-12-30,SECCURE,SG
LE001,SP001,,921946,584666000000,,"UCO BANK, SINGAPORE (ICSD)",Active,651499,JPMORGAN CHASE AND CO USD1.00,SG7D1000009,,949.71,JPY,,,2024-12-30,SECCURE,SG
