le_id,sub_prof_id,client_id,trade_id,product_group,product_type,counterparty_id,counterparty_name,trade_date,value_date,notional,currency,mth_end,src,cty
LE001,SP001,C100045,838194420,COUPON_ADJUS,DERIVATIVE,624557080,SUMITOMO MITSUI,2023-02-22,2023-02-25,346597.56,INR,2024-12-31,RAZORMM,SG
LE001,SP001,C100722,103807155,EQ Swap,SWAP,784095277,SUMITOMO MITSUI,2023-06-15,2023-07-09,145242.48,AED,2024-12-31,SABRE,SG
LE001,SP001,C100565,559225330,FXD,FWD,180792472,JPMORGAN CHASE AND CO,2024-07-12,2024-07-14,73544.21,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100215,259014493,CS,SWAP,144913399,BARCLAYS BANK,2024-01-09,2024-02-07,52115.73,USD,2024-12-31,RAZORMM,SG
LE001,SP001,C100885,832363533,UNDERWRITING,FWD,479759538,SINGAPORE EXCHANGE,2024-02-21,2024-03-12,41717.48,EUR,2024-12-31,MUREX,SG
LE001,SP001,C100273,274484941,Redemption,EQUITY,126614158,MORGAN STANLEY,2023-12-07,2024-01-02,39258.43,INR,2024-12-31,MUREX,SG
LE001,SP001,C100312,270937380,CashDividend,EQUITY,141580226,MITSUBISHI UFJ FINANCIAL GROUP,2023-08-16,2023-08-23,105261.45,AED,2024-12-31,RAZORMM,SG
LE001,SP001,C100990,981044229,AccruedFeesSettlement,OPTION,125409494,CITIBANK N.A.,2024-02-13,2024-02-24,34448.94,AUD,2024-12-31,RAZORFX,SG
LE001,SP001,C100118,930353157,FixedRateCouponPaym,BOND,788785773,STANDARD CHARTERED BANK SINGAPORE,2024-02-14,2024-03-07,1060508.32,HKD,2024-12-31,RAZORFX,SG
LE001,SP001,C100746,380477683,Redemption,SECURITY,385042337,DBS BANK LTD,2023-04-22,2023-05-12,419451.75,INR,2024-12-31,RAZORMM,SG
LE001,SP001,C100045,944420824,OTC Option,EQUITY,750911797,STANDARD CHARTERED BANK SINGAPORE,2023-04-29,2023-05-12,27120.57,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100071,861052404,CS,FX,658260221,SINGAPORE EXCHANGE,2024-11-17,2024-11-24,88335.8,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100334,813219781,EQ Swap,SECURITY,437064353,HSBC HOLDINGS PLC,2023-11-04,2023-11-21,162656.04,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100630,532074125,WHT_PRE_PAID,DERIVATIVE,236674237,CITIBANK N.A.,2024-03-06,2024-03-28,111301.88,INR,2024-12-31,MUREX,SG
LE001,SP001,C100804,711072118,Accumulator Swap,EQUITY,688343096,STANDARD CHARTERED BANK LTD,2023-11-08,2023-11-18,594323.57,JPY,2024-12-31,FMPTS,SG
LE001,SP001,C100674,722753913,OTC Option,MM,574364121,OCBC BANK,2024-11-22,2024-11-29,1025098.62,AED,2024-12-31,MUREX,SG
LE001,SP001,C100230,191048514,WHT_PRE_PAID,DERIVATIVE,812807629,DBS GROUP HOLDINGS,2023-12-10,2023-12-13,900462.82,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100424,966040317,CLAIMS_PENAL,SWAP,126226563,DBS BANK LTD,2023-09-08,2023-09-24,21871.48,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100797,776205431,CLAIMS_PENAL,EQUITY,630833445,SINGAPORE AIRLINES,2023-09-07,2023-09-12,179516.77,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100467,556497252,AccruedFeesSettlement,SWAP,963406382,STANDARD CHARTERED BANK SINGAPORE,2024-04-20,2024-04-22,89100.13,JPY,2024-12-31,RAZORFX,SG
LE001,SP001,C100834,243171768,FWD,DERIVATIVE,700141462,DBS GROUP HOLDINGS,2023-11-21,2023-12-16,953799.41,AED,2024-12-31,SABRE,SG
LE001,SP001,C100460,872314530,ASIAN,EQUITY,991816852,SINGAPORE EXCHANGE,2024-04-01,2024-04-30,143928.73,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100450,378304807,UNDERWRITING,IRS,922286180,STANDARD CHARTERED BANK SINGAPORE,2024-05-11,2024-06-01,210795.41,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100154,183197117,WHT_PRE_PAID,OPTION,391751878,GENTING SINGAPORE LTD,2023-11-24,2023-12-23,15873.37,SGD,2024-12-31,MUREX,SG
LE001,SP001,C100555,348315126,OPT,SWAP,858511779,CITIBANK N.A.,2023-03-07,2023-03-21,14250.57,INR,2024-12-31,RAZORMM,SG
LE001,SP001,C100389,600282414,SWAP,FX,322086735,SINGAPORE TREASURY,2024-02-03,2024-03-03,158741.28,USD,2024-12-31,SABRE,SG
LE001,SP001,C100224,612153089,FXD,BOND,420632895,SINGAPORE AIRLINES,2024-03-05,2024-03-23,1564555.06,JPY,2024-12-31,FMPTS,SG
LE001,SP001,C100860,393062061,CS,MM,131165166,SINGAPORE AIRLINES,2023-12-11,2024-01-02,244357.32,INR,2024-12-31,MUREX,SG
LE001,SP001,C100658,601856351,DailyPenalties,SECURITY,673510887,STANDARD CHARTERED BANK LTD,2024-02-08,2024-02-27,989141.59,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100465,560219456,DailyPenalties,MM,295130056,DBS BANK LTD,2023-09-24,2023-10-07,429392.56,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100019,450948014,EQ Swap,EQUITY,398775766,SINGAPORE TREASURY,2023-09-16,2023-10-13,115999.87,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100972,904258674,CDS,FX,475767056,BNP PARIBAS,2024-10-27,2024-10-30,92380.83,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100577,365518424,CLAIMS_PENAL,FX,767154083,JPMORGAN CHASE AND CO,2023-09-02,2023-09-07,379133.58,AED,2024-12-31,RAZORFX,SG
LE001,SP001,C100987,334037646,FWD,IRS,923450567,SINGAPORE TELECOM,2023-06-21,2023-07-11,256126.35,SGD,2024-12-31,MUREX,SG
LE001,SP001,C100964,433975497,CashDividend,SECURITY,127571992,BARCLAYS BANK,2024-08-12,2024-09-03,2051407.61,INR,2024-12-31,FMPTS,SG
LE001,SP001,C100824,867741192,CLAIMS_PENAL,FWD,735760237,BNP PARIBAS,2023-04-15,2023-05-08,2581.96,AUD,2024-12-31,SABRE,SG
LE001,SP001,C100663,229981882,TripartySecurityMargin,BOND,672030854,SINGAPORE TREASURY,2024-11-08,2024-11-20,781111.56,SGD,2024-12-31,SABRE,SG
LE001,SP001,C100724,466394187,FXD,EQUITY,982971099,MITSUBISHI UFJ FINANCIAL GROUP,2023-04-19,2023-05-03,300487.43,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100446,264272995,CS,SWAP,887906704,STANDARD CHARTERED BANK SINGAPORE,2024-10-28,2024-11-06,41822.56,AED,2024-12-31,FMPTS,SG
LE001,SP001,C100768,986625773,FixedRateCouponPaym,BOND,363598427,UOB LTD,2023-10-13,2023-11-11,302334.41,AED,2024-12-31,MUREX,SG
LE001,SP001,C100363,598976917,OPT,BOND,130816384,MITSUBISHI UFJ FINANCIAL GROUP,2023-11-29,2023-12-05,20255.07,AED,2024-12-31,MUREX,SG
LE001,SP001,C100970,956665975,COUPON_ADJUS,BOND,400281010,DBS GROUP HOLDINGS,2023-10-10,2023-10-28,201677.78,USD,2024-12-31,SABRE,SG
LE001,SP001,C100661,305145276,StockVsFeeFeePayment,OPTION,873174285,SINGAPORE TREASURY,2024-05-15,2024-06-02,91907.24,JPY,2024-12-31,FMPTS,SG
LE001,SP001,C100708,864334960,RTRS,MM,951405188,STANDARD CHARTERED BANK LTD,2023-04-06,2023-04-16,1832629.28,JPY,2024-12-31,FMPTS,SG
LE001,SP001,C100763,361246928,Accumulator Swap,SECURITY,496232693,MITSUBISHI UFJ FINANCIAL GROUP,2024-07-20,2024-08-06,136796.37,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100123,690975123,EQ Swap,BOND,854684750,OCBC BANK,2023-10-05,2023-10-15,93803.58,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100283,874473159,CLAIMS_PENAL,BOND,228370927,SINGAPORE EXCHANGE,2023-07-09,2023-07-16,139764.74,JPY,2024-12-31,FMPTS,SG
LE001,SP001,C100183,878017216,CF,SECURITY,403867539,HSBC HOLDINGS PLC,2023-07-18,2023-07-28,882066.52,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100653,424557359,FXD,DERIVATIVE,235917419,SUMITOMO MITSUI,2023-02-16,2023-02-18,411422.7,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100348,908304440,RTRS,FWD,113169872,TEMASEK HOLDINGS,2023-10-19,2023-11-04,31706.84,AED,2024-12-31,FMPTS,SG
LE001,SP001,C100590,297958983,None,IRS,612957813,HSBC HOLDINGS PLC,2023-03-08,2023-03-21,522953.41,AED,2024-12-31,RAZORFX,SG
LE001,SP001,C100571,775862179,None,SWAP,260199682,TEMASEK HOLDINGS,2023-11-08,2023-11-11,67271.57,JPY,2024-12-31,RAZORFX,SG
LE001,SP001,C100930,920814900,SWAP,SECURITY,740086326,DBS GROUP HOLDINGS,2023-08-20,2023-09-14,945281.92,INR,2024-12-31,FMPTS,SG
LE001,SP001,C100983,575368059,Accumulator Swap,SECURITY,560452529,BARCLAYS BANK,2024-08-05,2024-08-25,107724.36,USD,2024-12-31,SABRE,SG
LE001,SP001,C100245,894664845,CashDividend,OPTION,771641650,CITIBANK N.A.,2023-09-28,2023-10-20,40408.9,SGD,2024-12-31,MUREX,SG
LE001,SP001,C100033,286630878,StockVsFee,SWAP,102873038,SINGAPORE TREASURY,2024-04-06,2024-04-29,37401.65,AED,2024-12-31,RAZORMM,SG
LE001,SP001,C100806,348545713,WHT_PRE_PAID,IRS,854827139,OCBC BANK,2023-03-14,2023-04-05,40031.85,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100846,949595796,CLAIMS_PENAL,EQUITY,223240112,SINGAPORE EXCHANGE,2023-08-19,2023-09-09,394335.11,EUR,2024-12-31,RAZORMM,SG
LE001,SP001,C100127,252725050,StockVsFee,FX,278158234,BARCLAYS BANK,2024-09-01,2024-09-25,81900.99,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100612,603260608,Accumulator Swap,EQUITY,392322121,STANDARD CHARTERED BANK SINGAPORE,2024-07-06,2024-07-22,270127,AED,2024-12-31,RAZORFX,SG
LE001,SP001,C100601,142800191,CS,BOND,748232591,SUMITOMO MITSUI,2023-01-27,2023-01-30,197804.95,JPY,2024-12-31,SABRE,SG
LE001,SP001,C100185,122275263,FixedRateCouponPaym,SECURITY,143198431,MORGAN STANLEY,2024-04-26,2024-05-13,42617.41,AED,2024-12-31,RAZORMM,SG
LE001,SP001,C100686,728492896,CS,MM,197970787,MITSUBISHI UFJ FINANCIAL GROUP,2023-12-23,2024-01-06,155307.31,HKD,2024-12-31,RAZORMM,SG
LE001,SP001,C100037,212313264,WRITE_OFF,BOND,542000551,MITSUBISHI UFJ FINANCIAL GROUP,2023-10-23,2023-11-14,171866.13,INR,2024-12-31,SABRE,SG
LE001,SP001,C100844,588365604,StockVsFeeFeePayment,BOND,371011200,GENTING SINGAPORE LTD,2023-04-29,2023-05-24,94564.7,INR,2024-12-31,SABRE,SG
LE001,SP001,C100774,101235946,CDS,MM,543721204,DBS BANK LTD,2023-07-12,2023-07-29,217581.46,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100901,635252889,OSwP,FX,318568997,SUMITOMO MITSUI,2024-07-16,2024-07-21,97232.57,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100564,849740261,RTRS,FWD,130998324,DBS GROUP HOLDINGS,2023-09-03,2023-09-26,575746.7,EUR,2024-12-31,RAZORMM,SG
LE001,SP001,C100955,114682844,SWAP,FWD,341270488,HSBC HOLDINGS PLC,2024-04-17,2024-04-21,73828,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100249,869446962,WHT_PRE_PAID,DERIVATIVE,857429971,SUMITOMO MITSUI,2024-03-01,2024-03-28,375050.33,AED,2024-12-31,FMPTS,SG
LE001,SP001,C100282,590470737,BRRD_NOS_ADJ,EQUITY,304666325,DBS GROUP HOLDINGS,2024-06-04,2024-06-28,243584.77,EUR,2024-12-31,RAZORFX,SG
LE001,SP001,C100743,929653607,SWAP,BOND,945805127,STANDARD CHARTERED BANK SINGAPORE,2023-10-01,2023-10-28,22150.1,USD,2024-12-31,RAZORMM,SG
LE001,SP001,C100781,420571903,RTRS,SWAP,579476614,SINGAPORE EXCHANGE,2024-05-10,2024-05-22,57999.13,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100876,683503591,OPT,MM,445505799,CITIBANK N.A.,2023-09-02,2023-09-21,290192.35,INR,2024-12-31,MUREX,SG
LE001,SP001,C100987,932734539,SWAP,FX,441639230,MITSUBISHI UFJ FINANCIAL GROUP,2024-01-26,2024-02-08,1150710.96,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100538,139749508,DailyPenalties,DERIVATIVE,733701411,GENTING SINGAPORE LTD,2023-04-13,2023-05-11,208966.82,AED,2024-12-31,RAZORFX,SG
LE001,SP001,C100638,590622789,FXD,SWAP,540211187,JPMORGAN CHASE AND CO,2023-03-18,2023-04-03,85978.87,AUD,2024-12-31,RAZORMM,SG
LE001,SP001,C100036,843785903,IRS,FWD,452794611,SINGAPORE EXCHANGE,2024-01-25,2024-02-05,57431.37,AED,2024-12-31,SABRE,SG
LE001,SP001,C100100,762992051,StockVsFee,OPTION,777703980,BARCLAYS BANK,2023-08-21,2023-09-14,14729.19,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100300,916440738,CashDividend,MM,278632824,BARCLAYS BANK,2023-01-30,2023-02-01,1185493.45,HKD,2024-12-31,RAZORFX,SG
LE001,SP001,C100179,484897084,BOND,EQUITY,256304376,BNP PARIBAS,2024-06-27,2024-07-11,713196.99,EUR,2024-12-31,MUREX,SG
LE001,SP001,C100472,184791618,OPT,SECURITY,833510170,BNP PARIBAS,2024-05-24,2024-06-23,750384.88,EUR,2024-12-31,MUREX,SG
LE001,SP001,C100161,784944881,COUPON_ADJUS,MM,374154962,STANDARD CHARTERED BANK LTD,2024-04-21,2024-05-20,82272.84,AUD,2024-12-31,SABRE,SG
LE001,SP001,C100865,179308612,OSwP,BOND,730900313,BARCLAYS BANK,2024-10-16,2024-10-30,1662166.79,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100302,424400672,CLAIMS_PENAL,EQUITY,618840705,HSBC HOLDINGS PLC,2023-08-31,2023-09-13,43373.05,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100763,850845198,WHT_PRE_PAID,FX,991246046,SINGAPORE AIRLINES,2023-10-09,2023-10-10,121082.63,USD,2024-12-31,SABRE,SG
LE001,SP001,C100256,633356861,WHT_PRE_PAID,OPTION,751831074,SINGAPORE TELECOM,2023-08-13,2023-09-03,829473.76,JPY,2024-12-31,SABRE,SG
LE001,SP001,C100593,827744047,DailyPenalties,FWD,773728014,DBS BANK LTD,2023-11-13,2023-12-09,18239.71,AED,2024-12-31,RAZORFX,SG
LE001,SP001,C100805,491766764,DailyPenalties,FWD,416872439,GENTING SINGAPORE LTD,2024-03-01,2024-03-07,30346.69,JPY,2024-12-31,MUREX,SG
LE001,SP001,C100764,679184667,BOND,DERIVATIVE,638798023,SUMITOMO MITSUI,2023-06-18,2023-06-27,305451.65,AED,2024-12-31,RAZORMM,SG
LE001,SP001,C100374,463692735,ThirdPartyDeliveryFlow,MM,180852074,JPMORGAN CHASE AND CO,2023-08-20,2023-09-17,139452.82,INR,2024-12-31,SABRE,SG
LE001,SP001,C100598,196961971,IRS,FX,383960237,SINGAPORE EXCHANGE,2023-05-07,2023-05-22,9313.35,HKD,2024-12-31,RAZORMM,SG
LE001,SP001,C100226,509123009,BOND,FWD,824600232,BNP PARIBAS,2024-04-27,2024-04-28,65008.65,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100046,795411453,StockVsFee,MM,852775879,BARCLAYS BANK,2024-10-26,2024-11-09,67440.78,SGD,2024-12-31,MUREX,SG
LE001,SP001,C100464,139956218,Accumulator Swap,MM,224683417,HSBC HOLDINGS PLC,2023-08-29,2023-09-27,496664.57,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100630,498370582,CDS,EQUITY,730651895,JPMORGAN CHASE AND CO,2024-02-29,2024-03-21,81206.33,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100875,538211092,FixedRateCouponPaym,FX,841183219,SINGAPORE TELECOM,2023-08-11,2023-08-26,384585.45,AED,2024-12-31,MUREX,SG
LE001,SP001,C100991,489431174,CashDividend,BOND,684615760,SINGAPORE TELECOM,2023-03-04,2023-03-17,96932.56,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100805,231167999,FWD,FWD,811642514,CITIBANK N.A.,2024-10-19,2024-11-09,40681.4,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100221,458102728,UNDERWRITING,SWAP,945011302,TEMASEK HOLDINGS,2023-07-30,2023-08-02,158930.24,JPY,2024-12-31,SABRE,SG
LE001,SP001,C100133,973008988,AccruedFeesSettlement,BOND,931471931,JPMORGAN CHASE AND CO,2024-09-02,2024-09-03,54169.67,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100602,680051935,COUPON_ADJUS,SWAP,218032515,STANDARD CHARTERED BANK LTD,2023-05-15,2023-05-16,78664.87,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100116,447646966,SWLEG,SWAP,384936197,DBS BANK LTD,2023-05-10,2023-06-03,287383.06,INR,2024-12-31,SABRE,SG
LE001,SP001,C100515,900651998,StockVsFee,MM,581331845,SINGAPORE TELECOM,2024-06-09,2024-06-28,33198.89,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100867,337887233,TripartySecurityMargin,DERIVATIVE,423873102,OCBC BANK,2024-10-20,2024-10-21,341131.74,USD,2024-12-31,FMPTS,SG
LE001,SP001,C100622,531233244,CS,FWD,626422169,OCBC BANK,2023-03-17,2023-04-15,81785.84,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100611,259272239,StockVsFee,SWAP,395296179,DBS GROUP HOLDINGS,2024-10-10,2024-10-29,152999.12,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100738,669681065,WHT_PRE_PAID,MM,642831335,DBS GROUP HOLDINGS,2024-03-16,2024-03-20,53742.75,SGD,2024-12-31,SABRE,SG
LE001,SP001,C100425,330879256,CS,MM,345343109,SINGAPORE TREASURY,2023-12-14,2024-01-10,48214.08,AED,2024-12-31,FMPTS,SG
LE001,SP001,C100703,883415470,CashDividend,BOND,558234365,GENTING SINGAPORE LTD,2024-11-12,2024-11-21,528883.8,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100831,609241268,StockVsFee,FWD,993108266,UOB LTD,2023-04-06,2023-04-20,85509.4,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100362,239710404,None,SECURITY,702998820,SINGAPORE EXCHANGE,2023-12-04,2023-12-26,371625.05,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100519,814403943,CS,FX,408839723,DBS GROUP HOLDINGS,2023-11-16,2023-11-28,90738.58,SGD,2024-12-31,SABRE,SG
LE001,SP001,C100780,328426553,BRRD_NOS_ADJ,MM,340781088,HSBC HOLDINGS PLC,2023-12-25,2024-01-22,110853.84,HKD,2024-12-31,RAZORFX,SG
LE001,SP001,C100951,399110343,AccruedFeesSettlement,EQUITY,702332331,DBS GROUP HOLDINGS,2024-09-20,2024-10-12,362917.13,USD,2024-12-31,SABRE,SG
LE001,SP001,C100006,806340901,FixedRateCouponPaym,FX,293720285,SUMITOMO MITSUI,2023-11-13,2023-12-13,85108.91,HKD,2024-12-31,RAZORMM,SG
LE001,SP001,C100764,294782734,BRRD_NOS_ADJ,SECURITY,805818425,SINGAPORE AIRLINES,2023-03-13,2023-03-18,106015.77,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100738,669601448,TripartySBLFOP,EQUITY,550791704,OCBC BANK,2023-12-16,2023-12-22,3034347.19,HKD,2024-12-31,RAZORMM,SG
LE001,SP001,C100453,448303473,StockVsFeeFeePayment,FX,267052653,MORGAN STANLEY,2024-09-24,2024-09-26,105725.3,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100116,810751262,CS,MM,751842899,OCBC BANK,2024-02-29,2024-03-09,57028.44,JPY,2024-12-31,SABRE,SG
LE001,SP001,C100225,470626529,CS,FWD,404133583,TEMASEK HOLDINGS,2024-05-13,2024-05-30,131645.02,AUD,2024-12-31,RAZORFX,SG
LE001,SP001,C100296,524410834,None,FX,319497661,BARCLAYS BANK,2023-08-05,2023-08-30,18590.05,EUR,2024-12-31,RAZORMM,SG
LE001,SP001,C100720,452318696,ThirdPartyDeliveryFlow,FX,634063428,SINGAPORE TREASURY,2023-06-29,2023-07-04,153968.22,INR,2024-12-31,SABRE,SG
LE001,SP001,C100019,347079497,ASIAN,DERIVATIVE,994807263,SINGAPORE TELECOM,2023-03-15,2023-03-28,1210052.44,USD,2024-12-31,FMPTS,SG
